code,podmienky,vysledky,osnova
6BA0007,"Priebežné hodnotenie:Základom úspešného absolvovania cvičení je pravidelná a aktívna práca počas celého semestra. V priebežnom hodnotení je možné získať:
- 20 bodov za aktivitu počas cvičení a v rámci domácej prípravy, kritéria na ich získanie oznámia cvičiaci na jednotlivých cvičeniach v 1. týždni semestra
- 48 bodov za úspešné zvládnutie štyroch písomných previerok (testov) z odcvičených tém rovnomerne rozdelených v semestri

Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 32 bodov.
Záverečné hodnotenie:Aby sa študent mohol zúčastniť záverečnej skúšky, potrebuje získať počas semestra aspoň aspoň 32 bodov, ktoré sa mu pripočítajú k celkovému bodovému hodnoteniu za predmet. Skúška sa skladá z písomnej a ústnej časti. Písomná časť je zameraná na praktické využitie získaných vedomostí (riešenie zadaných príkladov) a študent na nej môže získať 20 bodov. Na úspešné absolvovanie predmetu potrebuje študent z nej získať aspoň 10 bodov. Ústna časť je zameraná na overenie teoretických vedomostí a súvislostí získaných počas štúdia tohto predmetu. Skladá sa z dvoch otázok po 10 bodov (prvá z tém 1-8, druhá z tém 9-13), t. j. za teoretickú časť môže študent získať 20 bodov.

Záverečné hodnotenie predmetu sa dosiahne súčtom bodov získaných počas semestra, bodov z písomnej a bodov z ústnej časti skúšky. Na úspešné absolvovanie predmetu potrebuje získať aspoň 61 bodov.


Výsledné hodnotenie predmetu:
A výborne:              aspoň 93,
B veľmi dobre:       aspoň 85 a menej ako 93,
C dobre:                  aspoň 77 a menej ako 85,
D uspokojivo:         aspoň 69 a menej ako 77,
E dostatočne:         aspoň 61 a menej ako 69,
FX nedostatočne:  menej ako 61.
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíPráca počas semestra (testy)40Systematická práca počas semestraPráca počas semestra (iniciatíva,domáce úlohy ap.)20Zhodnotenie praktických zručností získaných počas semestraPísomná časť skúšky20Zhodnotenie praktických zručností získaných počas semestraÚstna časť skúšky20Zhodnotenie teoretických zručností a ich aplikácií do praxe
Pre prihlásenie na skúšku musí študent dosiahnuť 21 bodov. ","Štúdiom predmetu si študent prehĺbi vedomosti z integrálneho počtu a diferenciálneho počtu funkcií viacpremenných, ktoré získal v predmete matematická analýza 1. Ďalej získa základné vedomosti z teórie komplexných čísel a funkcií, funkcionálnych radov a základné poznatky  o riešeniach obyčajných diferenciálnych rovníc. Tieto vedomosti bude môcť účelne a úspešne aplikovať v matematických i nematematických predmetoch, oblastiach a následne aj v praxi (napr. v ekonómií, informatike ap.).

Po absolvovaní predmetu študent dokáže:
- analyzovať vlastnosti reálnych funkcií jednej i viacerých premenných, 
- identifikovať problematické body reálnych funkcií a navrhovať riešenia ich odstránenia,
- aplikovať derivácie a integrály reálnych funkcií v reálnej praxi (identifikácia extrémov, singulárnych bodov, bodov nestability, výpočty plôch a objemov rôznych objektov ap.),
- používať základné nástroje a metódy pre praktické a teoretické riešenie analytických problémov,
- používať metódy komplexnej analýzy pre riešenie reálnych problémov,
- používať metódy obyčajných diferenciálnych rovníc pre riešenie reálnych problémov,
- získa schopnosť aplikovať získané vedomosti pri riešení praktických úloh.

","Neurčitý a určitý integrál:
1. Nevlastné integrály vplyvom hranice a vplyvom funkcie.
2. Praktické aplikácie určitého integrálu. Numerické integrovanie.

Úvod do komplexných čísel:
3. Základné pojmy, komplexné číslo, funkcie komplexnej premennej, elementárne funkcie.
4. Derivácia, Cauchy-Riemannove podmienky.

Funkcionálne rady:
5. Funkcionálne postupnosti a rady. Základné vlastnosti.
Bodová a rovnomerná konvergencia. Veta o majorantnom rade.
Vety o zámene limít, o limitnom prechode pri derivovaní a integrovaní.
6. Mocninné rady a ich vlastnosti. Taylorov a Maclaurinov rad.
7. Fourierove (trigonometrické) rady, ich vlastnosti a využitie v praxi.


Obyčajné diferenciálne rovnice:
8. Základné pojmy, niektoré základné metódy riešenia
(separácia premenných, substitúcie, metóda variácie konštanty).
9. DR 1. rádu y'=f(x,y), jej riešenie a grafická interpretácia, lineárny element, smerové pole DR, izokliny, príklady.
10. Lineárne diferenciálne rovnice (LDR) a spôsoby ich riešenia
(metóda charakteristickej rovnice).
11. Systémy LDR a spôsoby ich riešenia. Vzťah s LDR.
12. Niektoré numerické metódy riešenia DR (metóda sietí ap.).
"
6BA0015,"Priebežné hodnotenie:Riešenie úloh zadaných na cvičeniach, vypracovanie semestrálnych prác 
(celkové hodnotenie je zložené z 30 bodov  práca cez semester, 30 bodov semestrálna práca + 40bodov skúška) 
Pre prihlásenie sa na skúšku musí študent dosiahnuť 30 bodov zo semestra.Záverečné hodnotenie:Riešenie príkladov, zodpovedanie teoretických otázok formou testu.
Test z teórie (treba dosiahnuť aspoň 12 bodov z 20 ).
Test z príkladov riešených cez semester (treba dosiahnuť aspoň 12 bodov z 20 ).
Na urobenie skúšky je potrebné dosiahnuť aspoň 61 bodov (spolu zo 100 možných zo semestra a zo skúšky).

Záverečné hodnotenie:
A  Výborne  93 – 100 
B  Veľmi dobre 85 – 92 
C  Dobre  77 – 84 
D  Uspokojivo 69 – 76 
E  Dostatočne 61 – 68 
FX Nedostatočne  menej ako 61 
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostítesty z teoretických vedomostí na cvičeniach30 %teória počas semestraseminárna práca, postupná analýza dát30 %počítačové spracovanie rozsiahleho dátového súborutest z teórie20 %záverečná skúška z teórietest z úloh20 %záverečná skúška z úloh pre malé dátové sety
Pre prihlásenie na skúšku musí študent dosiahnuť - bodov. ","Po absolvovaní predmetu študent:
- rozlišuje dáta predstavujúce časové rady a dáta predstavujúce náhodné udalosti, alebo náhodné procesy,
- abstrahovaním príznakov rieši úlohu popisu dátového súboru,
- pozná metódy spracovania časových radov, reprezentácie veľkého súboru hodnôt menším počtom parametrov,
- rieši úlohy interpolácie a predikcie metódami lineárnej regresie,
- dokáže vytvoriť model zovšeobecnenej lineárnej regresie ako priemet vektora do podpriestoru,
- rozumie odvodeniu diskrétnej Fourierovej transformácie a dokáže ju použiť na identifikáciu periodických (sezónnych) trendov z časových radov,
- pre analýzu a modelovanie náhodných dát využíva základné postupy a techniky pravdepodobnosti a štatistiky.
","Prednášky:
- Príklady časovýh radov, vektorový priestor ako model časového radu. 
- Odhad procesu ako projekcia vektora do podpriestoru, chyba odhadu. 
- Lineárna regresia ako priemet do podpriestoru špecifikovaného vhodnou bázou.
- Zovšeobecnená lineárna regresia a voľba vhodnej bázy. 
- Fourierova transformácia. 
- Spektrálna analýza dát pomocou Fourierovej transformácie.
- Teoretický úvod do spracovania štatistického súboru, náhodný výber. Náhodná udalosť, metódy výpočtu pravdepodobnosti.
- Nezávislosť udalostí, podmienená pravdepodobnosť, veta o úplnej pravdepodobnosti.
- Diskrétne rozdelenia pravdepodobnosti. 
- Spracovanie štatistického súboru, odhad charakteristík a tvaru rozdelenia. 
- Spojité rozdelenia pravdepodobnosti. 
- Triedenie do intervalov, histogram. Test na tvar rozdelenia.


Laboratórne cvičenia:
Laboratórne cvičenia kopírujú obsah prednášok. Obsah cvičení je zameraný na riešenie úloh s malým počtom vstupov bez použitia výpočtovej techniky a následne veľkých súborov s využitím výpočtovej techniky (Excel, Matlab).
"
6UM0001,"Priebežné hodnotenie:Počas semestra môže študent získať z priebežného hodnotenia maximálne 50 bodov takto:
10 bodov za každú z dvoch písomných prác,
5 bodov za semestrálnu prácu,
25 bodov za aktívne vystupovanie a riešenie úloh na cvičeniach.
Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 25 bodov.
Záverečné hodnotenie:Skúška (písomná - teória a príklady, ústna - odpovede na otázky).
Aby študent úspešne zložil skúšku musí v priebežnom hodnotení získať aspoň 25 bodov a v záverečnom hodnotení tiež aspoň 25 bodov, pričom z každej časti skúšky musí získať aspoň 5 bodov.
Skúška je rozdelená na tri časti:
- test z teórie, 5 otázok, trvá 20 min., 15 bodov,
- vyriešenie 3 príkladov, trvanie 30 min., 20 bodov,
- ústna skúška, 3 otázky, 15 bodov.

Na prvé dve časti je možné použiť vlastné poznámky a literatúru.
Hodnotenie:
- známka A (1) - výborne, rozsah znalostí v intervale 93 - 100 %, 
- známka B (1,5) - veľmi dobre, rozsah znalostí v intervale 85 - 92 %, 
- známka C (2) - dobre, rozsah znalostí v intervale 77 - 84 %,  
- známka D (2,5) - uspokojivo, rozsah znalostí v intervale 69 - 76 %,  
- známka E (3) - dostatočne, rozsah znalostí v intervale 61 - 68 %, 
- známka FX (4) - rozsah znalostí menej ako 61 %.






Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentností2 priebežné testy	20 %1 semestrálna práca	5 %Aktívne vystupovanie a riešenie úloh na cvičeniach25 %Skúška	50 %
Pre prihlásenie na skúšku musí študent dosiahnuť 30 bodov. ","Po absolvovaní predmetu študent:
- pozná podstatu, poslanie a predmet účtovníctva, jeho právnu úpravu a účtovné sústavy, 
- pozná účtovné zobrazenie peňažného vyjadrenia systému informácií o stave hospodárenia podniku, 
- ovláda účtovanie na jednotlivých druhoch účtov, účtovné zápisy a účtovné knihy, 
- vie účtovať základné hospodárske a účtovné operácie,
- vie zostaviť účtovnú uzávierku a účtovnú závierku podniku.
","Prednášky: 
- Charakteristika účtovníctva, účtovný informačný systém a právna úprava účtovníctva SR.
- Základné kategórie a vzťahy finančného účtovníctva. 
- Účtovanie podľa účtových tried 0 - Dlhodobý majetok, 1 - Zásoby, 2 - Finančné účty. 3 - Zúčtovacie vzťahy, 4 - Kapitálové účty a dlhodobé záväzky, 5 - Náklady, 6 - Výnosy. 
- Účtovná uzávierka a účtovná závierka v podvojnom účtovníctve.
Cvičenia:
- Majetok a zdroje jeho krytia, súvaha, výkaz ziskov a strát,
- Typické zmeny súvahy a výkazu ziskov a strát. 
- Príklady na účtovanie podľa účtových tried 0 - 6.
- Účtovná uzávierka a účtovná závierka na základe súvislého príkladu."
6UM0007,"Priebežné hodnotenie:V priebehu semestra študent preukazuje vedomosti aktívnou účasťou na cvičeniach (môže získať maximálne 5 bodov) a písomnou previerkou (môže získať maximálne  20 bodov). 
Záverečné hodnotenie:Po skončení semestra budú preverené u študenta písomnou previerkou teoretické vedomosti a preukázanie praktických zručností riešením problémových úloh a zadaní, na ktorej môže získať maximálne 25 bodov. Pri dištančnom vzdelávaní bude skúška prebiehať ústne a študent získa maximálne 25 bodov. 

Pre prihlásenie sa na skúšku musí študent dosiahnuť 15 bodov.

Stupnica celkového hodnotenia:
·	A výborne: 93 až 100% bodov
·	B veľmi dobre: 85 až 92% bodov
·	C dobre: 77 až 84% bodov
·	D uspokojivo: 69 až 76% bodov
·	E dostatočne: 61 až 68% bodov
·	FX nedostatočne: menej ako 61% bodov
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíPriebežný test30 %Aktívne riešenie úloh na cvičeniach20 %Skúška50 %
Pre prihlásenie na skúšku musí študent dosiahnuť 15 bodov. ","Po ukončení procesu vzdelávania v predmete, študent získa znalosti o podnikových financiách relevantných v modernej trhovej ekonomike. Predovšetkým študent 
-  rozumie základným princípom a kategóriám podnikových financií v nadväznosti na finančný trh a bankovníctvo,
-  pozná zdroje financovania majetku podniku,
-  vie zhodnotiť ekonomickú efektívnosť investícií,
-  ovláda prvky finančného hospodárenia a plánovania podniku.

","Prednášky: 
1. Charakteristika a druhy financií. 2. Základné kategórie používané v podnikových financiách. 3. Majetková a finančná štruktúra podniku. 4. - 5. Finančný trh.  6. Získavanie kapitálu z vlastných zdrojov. 7. - 8. Získavanie kapitálu z cudzích zdrojov. 9. - 10. Investovanie podniku do dlhodobého hmotného majetku.  11. Alokácia kapitálu do dlhodobého finančného majetku. Výnosnosť, riziko a likvidita. 12. Finančné ciele. Finančné plánovanie, rozhodovanie a kontrola. 

Cvičenia:
1. Peniaze a financie. 2. Základné kategórie používané v podnikových financiách. 3. Časová hodnota peňazí.   4. Úrokovanie.   5. Majetková a finančná štruktúra podniku. 6. Finančný trh.  7. Formy splátkových plánov. 8. Faktoring, forfaiting a leasing.  9. - 10. Investičné rozhodovanie, metódy hodnotenia investícií. 11. Alokácia kapitálu do dlhodobého finančného majetku. Výnosnosť, riziko a likvidita pri finančnom investovaní. 12. Burzové obchody."
6BU0001,"Priebežné hodnotenie:Úspešné absolvovanie predmetu vyžaduje aktívnu účasť a prácu na seminároch a prednáškach: seminárne práce - vypracovanie zadaní , príprava na diskusie; diskusiu k preberaným témam; samostatné štúdium a úspešné zvládnutie písomných testov počas semestra.   Obsah zadaní a seminárnych prác sa volí podľa tém predmetu. Podrobnosti o predmete  sa špecifikujú vždy v prvom týždni semestra a zverejnia v samostatnom dokumente. 
Priebežné hodnotenie: 70 %.  
Pre možnosť prihlásiť sa na skúšku je potrené v priebežnom hodnotení získať min. 43 bodov.Záverečné hodnotenie:Záverečné hodnotenie: 30 %. Skúška je samostatnou prácou študenta, jej forma je písomná. Obsah skúšky tvorí osnova predmetu, témy preberané na prednáškach a seminároch. Zo skúšky je pre jej úspešnosť potrebné získať min. 18  bodov. 
Hodnotí sa na 100 bodovej škále (100 %).
93 – 100 bodov: A
85 – 92,99 bodov: B
77 – 84,99 bodov: C
69 – 76,99 bodov: D
61 – 68,99 bodov: E
menej než 61 bodov: Fx
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíPriebežné testy a semestrálne zadania.50preukázanie dosiahnutých zručností v oblasti Prínosná aktivita na prednáškach a seminároch.20odborné vedomosti a reakcie na problémyPísomná skúška.30preukázanie dosiahnutých vedomostí a zručností v oblasti 
Pre prihlásenie na skúšku musí študent dosiahnuť 43 bodov. ","Študent po skončení predmetu:
- Pozná a rozumie systému základných poznatkov a zručností z vybraných oblastí psychológie (všeobecnej psychológie, psychológie osobnosti, sociálnej psychológie, psychológie práce a manažérskej psychológie).
- Orientuje sa  na problematiku analýzy konania jednotlivcov (príčiny, dôsledky, možnosti zmeny); vybrané témy z manažérskej psychológie (správanie sa v organizácii, pracovné skupiny a tímy, vodcovstvo); vybrané aspekty psychológie práce a vplyvov pracovného prostredia; psychologické aspekty využívané v marketingových a obchodných činnostiach.
- Vie nadobudnuté poznatky aplikovať v práci manažéra.","- Úvod do štúdia, psychológia ako veda. 
- Základné smery v psychológii: psychoanalýza, behaviorizmus, humanistická psychológia, kognitívna a evolučná psychológia.
- Štruktúra a dimenzie osobnosti (psychika človeka a jej základné dimenzie), osobnosť a motivácia.
- Práca, tímová práca a pracovné prostredie – psychologické pôsobenie a efekty. 
- Psychológia zákazníkov, obchodu a predaja – vybrané aspekty.
- Ovplyvňovanie zákazníkov – základné psychologické triky. 
- Psychológia umenia a emocionálne pôsobenie – základné možnosti pre marketing a manažment.

Semináre: tímová práca, skupiny a tímy, vodcovstvo, pracovné úlohy a pracovné prostredie; zákaznícke správanie, rozhodovanie zákazníkov, kľúčové psychické procesy."
6BM0012,"Priebežné hodnotenie:Body v priebežnom hodnotení (70) môže študent získať nasledovne:
45 bodov za vypracovanie semestrálnej práce
15 bodov za prezenátciu semestrálnej práce 
10 bodov za priebežne testovanie (písomná previerka počas semestra)
Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 42.0 bodov
Záverečné hodnotenie:Na skúške je možné získať maximálne 30 bodov.
Aby študent úspešne absolvoval skúšku, musí v priebežnom hodnotení získať aspoň 42 bodov a v záverečnom hodnotení taktiež aspoň 19 bodov. 

Hodnotenie:
A: aspoň 93 % bodov
B: < 85, 93) % bodov
C: < 77, 85) % bodov
D: < 69, 77) % bodov
E: < 61, 69) % bodov
Fx: menej ako 61 % bodov
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíPriebežne testovanie a aktivita na cvičeniach10Semestrálna práca a jej prezentácia60Písomná skúška30
Pre prihlásenie na skúšku musí študent dosiahnuť 42 bodov. ","Študent po skončení predmetu: 
• Pozná zmysel marketingovej komunikácie a možnosti jej využitia v reálnych podmienkach organizácie a trhu, 
• Dokáže získať a analyzovať relevantné informácie (o internom a externom prostredí), pre potreby efektívnej marketingovej komunikácie, 
• Je schopný využiť nástroje marketingovej komunikácie pre vypracovanie reálneho komunikačného programu a plánu.
","Stručná osnova predmetu: 
• integrovaná marketingová komunikácia, 
• komunikačný proces a ciele komunikácie,
• typy spotrebiteľov a ich správanie.
• podpora predaja, osobný predaj a priamy marketing,
• reklama,
• guerilla a ambush, viral a video marketing,
• internet, sociálne siete a ich význam v marketingovej komunikácii,
• vzťahy s verejnosťou a event marketing
• výber propagačných médií, tvorba komunikačnej stratégie a jej hodnotenie
"
6UM0004,"Priebežné hodnotenie:V priebehu semestra študent preukazuje vedomosti aktívnou účasťou na cvičeniach  a v rámci priebežného písomného/praktického skúšania môže získať maximálne 30 bodov, z toho 20 bodov je možné získať za test z tematickej časti verejné financie a teória daní, 10 bodov za aktívne riešenie praktických úloh zadaných na cvičení.  Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 18,5 bodov. 


Záverečné hodnotenie:Po skončení semestra budú teoretické vedomosti a nadobudnuté praktické zručnosti preverené písomnou a ústnou skúškou. Prvou časťou písomnej skúšky bude vyriešenie daňového priznania k dani z príjmov fyzických osôb podľa zadania. Druhá časť bude zameraná na teoretické vedomosti a praktické znalosti pri aplikácii zákona o dani z pridanej hodnoty a dani z príjmov právnických osôb. Do záverečného hodnotenia sa započítava  aj priebežné hodnotenie počas semestra.  

Stupnica celkového hodnotenia: 
A výborne: 93 až 100% 
B veľmi dobre: 85 až 92% 
C dobre: 77 až 84% 
D uspokojivo: 69 až 76% 
E dostatočne: 61 až 68% 
FX nedostatočne: menej ako 61% 
Pre prihlásenie sa na skúšku musí študent dosiahnuť 18,5 bodov. 
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíPriebežný  test 33 %overenie odborných znalostí Aktívne riešenie úloh na cvičeniach 17 %parciálne overenie znalostí z jednotlivých menších častí osnovy predmetuPísomná skúška 50 %overenie odborných znalostí a zručností
Pre prihlásenie na skúšku musí študent dosiahnuť 12 bodov. ","Študent po absolvovaní predmetu: 

- má znalosti z oblasti teórie, politiky a praxe verejných financií 
- pozná rozpočtovú sústavu SR, štruktúru, úlohy a význam  jej jednotlivých článkov 
- pozná proces tvorby a význam rozpočtu EÚ 
- má znalosti z daňovej teórie a chápe význam daní v štáte 
- pozná daňový systém SR včítane sústavy daní SR 
- vie aplikovať metodiku a techniky zdanenia v SR na dani z príjmov so zameraním na fyzické osoby podľa aktuálne platného zákona s využitím aplikácie e-dane alebo stránky finančnej správy
- vie riešiť  základné praktické otázky týkajúce sa uplatňovania dane z pridanej hodnoty v praxi 
","Teória verejných financií - význam, funkcia a štruktúra verejných rozpočtov  
Rozpočtová sústava SR, rozpočet verejnej správy, Štátny rozpočet SR 
Rozpočet EÚ 
Teória daní – problémy zdanenia, daňový presun, klasifikácia daní, daňové zásady, daňové sadzby
Daňový systém SR a harmonizácia daní v EÚ 
Priame dane – metodika určenia daňového základu pre daň z príjmov, spracovanie daňového priznania k dani z fyzických osôb typu A a B
Nepriame dane –zásady uplatňovania dane z pridanej hodnoty a ich aplikácia v praxi "
6BM0002,"Priebežné hodnotenie:Body v priebežnom hodnotení (50 bodov) môže získať za plnenie zadaných úloh a aktivít na cvičeniach. 
Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 30.5 bodov.
Záverečné hodnotenie:Skúška (50 bodov)
Aby študent úspešne zložil skúšku, musí v priebežnom hodnotení získať aspoň 30.5 bodov a v záverečnom hodnotení taktiež aspoň 30.5 bodov.
Skúška je písomná a obsahuje otázky v zmysle riešenej problematiky na predmete. 

Hodnotenie:
A: aspoň 93 % bodov
B: < 85, 93) % bodov
C: < 77, 85) % bodov
D: < 69, 77) % bodov
E: < 61, 69) % bodov
Fx: menej ako 61 % bodov
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíÚlohy na cvičenia 50%Skúška50%
Pre prihlásenie na skúšku musí študent dosiahnuť 30 bodov. ","Študent po skončení predmetu: 
• porozumie základným pojmom, súvislostiam a dôsledkom využívania digitálneho marketingu v riadení podniku, podnikovom prostredí.
• dokáže analyzovať relevantné informácie o internom a externom prostredí na marketingové účely a aplikovať ich prostredníctvom marketingových nástrojov.
• vie aplikovať nástroje digitálneho marketingu pre podporu marketingu a marketingovej komunikácie podniku pri dosahovaní podnikateľských cieľov na trhu. 
• pozná prostredie online marketingu a vie aplikovať digitálny marketing v špecifických situáciách podnikateľského prostredia.
","Prednášky a cvičenia orientované na problematiku digitálneho marketingu, význam digitálneho marketingu, sociálne média, PPC reklamu, sociálne siete, priamy online marketing a ďalšie vybrané nástroje prezentácie podniku v online priestore."
6BM0018,"Priebežné hodnotenie:Vypracovanie a obhajoba semestrálneho projektu. /min. 31 b. – max. 50 b./
Záverečné hodnotenie:Skúška je písomná formou testu.  /min. 30 b. – max. 50 b./
Študent môže celkovo získať maximálne 100 bodov (50 b. z cvičení a 50 b. zo skúšky).
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostísemestrálny projekt50skúška50
Pre prihlásenie na skúšku musí študent dosiahnuť - bodov. ","Študent po absolvovaní predmetu:
• pozná základné pojmy z oblasti prípravy IT projektu, tvorby softvéru a ich využitie v efektívnom riadení IT projektov,
• vie využiť postupy v oblasti prípravy plánu projektu, vrátane plánu aktivít, financií, riadenia rizík, zdrojov a pod. ako aj postupy tvorby projektovej dokumentácie a jej komunikácie účastníkom projektu,
• vie využívať softvérové riešenia pre správu, vyhodnocovanie a kontrolu projektu, 
• vie koordinovať činnosti zverených tímov a jednotlivcov pri realizácii projektu v IT oblasti a riadenie potenciálnych konfliktov v takýchto tímoch.
","Projekt: IT projekt, špecifiká IT projektov, informačný systém.
Riadenie projektov: Plánovanie projektov, prideľovanie prác, ľudský faktor, monitoring postupu prác, rozhodovanie.
Vývoj produktov: Klasické a a agilné metodiky vývoja aplikácií, programové riadenie IT projektov.
Správa konfigurácií a riadenie zmien: Zmeny spôsobu spracovania dát, zmena plánu, správa konfigurácií.
Riadenie kvality IT projektov: Kontrola kvality, revízia kvality, ľudský faktor a kvalita projektov, hodnotenie IT projektov.
"
6BA0014,"Priebežné hodnotenie:Základom úspešného absolvovania cvičení je pravidelná a aktívna práca počas celého semestra. V priebežnom hodnotení je možné získať:
- 24 bodov za aktivitu počas cvičení a v rámci domácej prípravy, kritéria na ich získanie oznámia cvičiaci na jednotlivých cvičeniach v 1. týždni semestra
- 12 bodov za úspešné zvládnutie záverečného testu. 
Študent predmet absolvuje, ak získa 60%, t. j. 21 bodov.

Záverečné hodnotenie:0-20 bodov nedostatočne, 21-23 bodov dostatočne, 24-26 bodov uspokojivo, 27-29 bodov dobre, 30-32 bodov dostatočne, 33 a viac výborne.
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíAktivita a domáce úlohy67Systematická práca počas semestraZáverečný test33Zhodnotenie praktických zručností získaných počas semestra
Pre prihlásenie na skúšku musí študent dosiahnuť 21 bodov. ","Absolvovaním predmetu dosiahne študent potrebné vedomosti a nevyhnutné rutinné výpočtové zručností potrebné pre absolvovanie predmetu matematická analýza 1. Základný dôraz je kladený na praktický výpočet príkladov.

","Základné pojmy (Matematická logika, kvantifikátory, množiny). 
Analytická geometria v rovine (Súradnicová sústava, vektory, lineárne útvary v rovine, kruh a kružnica, kužeľosečky).
Algebraické úpravy výrazov (Zjednodušovanie zlomkov, úpravy výrazov s usporiadanými n-ticami a maticami).  
Matematická analýza (Limity, operácie s nekonečnom, postupnosti a rady, limity funkcií, slovné úlohy. 
Derivácia funkcie, aplikácie derivácií.
Neurčitý a určitý integrál.
Funkcie viacerých reálnych premenných, limita a spojitosť, derivácia, praktické využitie.)

"
6BT0003,"Priebežné hodnotenie:- aktívna účasť na cvičeniach TV
- úroveň zvládnutia základných pohybových zručností a taktiky hry v danom športeZáverečné hodnotenie:klasifikácia
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíaktívna účasť na cvičeniach TV30úroveň zvládnutia základných pohybových zručností a taktiky hry v danom športe70
Pre prihlásenie na skúšku musí študent dosiahnuť - bodov. ","- cielené vedenie študentov UNIZA k zdravému spôsobu života a trávenia voľného času prostredníctvom
vybraných telovýchovných a športových aktivít

- zdokonaľovanie technických zručností a taktiky hry vo vybranom športovom odvetví

- zvyšovanie všeobecnej telesnej zdatnosti a pohybovej výkonnosti

- kompenzácia duševného zaťaženia súvisiaceho s vysokoškolským štúdiom a vytváranie podmienok pre všestranný psychofyzický rozvoj osobnosti

- kompenzácia duševného zaťaženia súvisiaceho s vysokoškolským štúdiom a vytváranie podmienok pre všestranný psychofyzický rozvoj osobnosti 





","- základná (všeobecná) pohybová príprava
- špeciálna pohybová príprava
- základy taktiky v jednotlivých športoch
- športové súťaže - príprava študentov na reprezentáciu UNIZA vo vybraných športoch na národnej a medzinárodnej úrovni"
6BT0008,"Priebežné hodnotenie:- aktívna účasť na telovýchovnom sústredení
- zvládnutie obsahovej náplne telovýchovných sústredení 
Záverečné hodnotenie:klasifikácia
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíaktívna účasť na telovýchovnom sústredení30zvládnutie obsahovej náplne telovýchovných sústredení70
Pre prihlásenie na skúšku musí študent dosiahnuť - bodov. ","- odstraňovanie lyžiarskej negramotnosti študentov UNIZA


- vytváranie pozitívneho vzťahu študentov k pobytu v prírode a jej ochrane


- kompenzácia duševného zaťaženia súvisiaceho s vysokoškolským štúdiom


- vytváranie podmienok pre všestranný psychofyzický rozvoj osobnosti
","výber z ponuky zimných a letných telovýchovných sústredení podľa zamerania

- zjazdové lyžovanie a snowboarding
- bežecké lyžovanie

- splavovanie a kanoistika
- rafting
- ferraty
- cykloturistika a turistika




- nácvik a zdokonaľovanie základných lyžiarských zručností
- zdokonaľovanie carvingovej techniky lyžovania
- príprava vybraných študentov na lyžiarske súťaže
- nácvik a zdokonaľovanie základných zručností v bežeckom lyžovaní

- nácvik a zdokonaľovanie základných vodáckych a raftingových zručností
- nácvik záchrany topiaceho a základy poskytnutia prvej pomoci
- nácvik základných zručností pohybu po zaistených horských cestách - ferraty
- základy práce s mapou a buzolou v teréne (vysokohorskom teréne)
- základy techniky jazdy na horskom bicykli a dodržiavanie bezpečnosti jazdy v skupine



"
